probe_cc,test_type,measurement_date,probe_asn,url_category,measurement_outcome,dns_mismatch_score,http_body_length_diff,tcp_connect_ms,resolver_match,header_mismatch
DE,web_connectivity,2024-02-27 19:23:45.165033,AS4899,COMT,ok,0.0638,0.5534,115.41,1,0
CN,http_header_field_manipulation,2024-02-27 23:46:10.394078,AS34008,POLR,confirmed,0.9435,0.165,,0,1
TR,http_header_field_manipulation,2024-02-28 04:08:35.623124,AS8640,POLR,anomaly,0.5277,0.1385,156.25,1,1
NG,web_connectivity,2024-02-28 08:31:00.852170,AS34008,SRCH,ok,0.0351,1.3417,102.04,1,0
RU,dns_consistency,2024-02-28 12:53:26.081216,AS25581,LGBT,confirmed,0.7882,0.3668,46.59,1,0
RU,dns_consistency,2024-02-28 17:15:51.310262,AS18345,COMM,ok,0.0319,1.3898,62.89,1,0
IR,web_connectivity,2024-02-28 21:38:16.539307,AS23883,COMM,ok,0.0446,1.1484,195.99,1,0
IR,dns_consistency,2024-02-29 02:00:41.768353,AS35011,REL,ok,0.0009,0.441,80.62,1,0
CN,web_connectivity,2024-02-29 06:23:06.997399,AS13266,HUMR,anomaly,0.8566,0.2186,177.81,1,1
PK,web_connectivity,2024-02-29 10:45:32.226445,AS20634,HUMR,anomaly,0.785,1.6479,64.51,0,1
DE,http_header_field_manipulation,2024-02-29 15:07:57.455491,AS11241,SRCH,ok,0.0872,0.0117,80.12,1,0
DE,whatsapp,2024-02-29 19:30:22.684536,AS44761,REL,ok,0.2286,0.2935,204.97,1,0
NG,dns_consistency,2024-02-29 23:52:47.913582,AS35011,COMM,ok,0.0897,1.3727,76.27,0,0
EG,web_connectivity,2024-03-01 04:15:13.142628,AS29338,SRCH,failure,0.348,1.7115,311.36,0,1
RU,http_header_field_manipulation,2024-03-01 08:37:38.371674,AS58945,ANON,confirmed,0.3725,0.248,34.62,0,0
AZ,telegram,2024-03-01 13:00:03.600720,AS58842,COMT,anomaly,0.5981,0.9549,5.6,0,0
FR,dns_consistency,2024-03-01 17:22:28.829765,AS2182,HUMR,ok,0.1837,0.4543,423.77,1,1
IR,dns_consistency,2024-03-01 21:44:54.058811,AS41085,POLR,ok,0.0813,0.4544,5.0,1,0
VN,vanilla_tor,2024-03-02 02:07:19.287857,AS25581,SRCH,ok,0.1055,2.0568,33.39,1,0
RU,http_header_field_manipulation,2024-03-02 06:29:44.516903,AS53867,NEWS,ok,0.0172,2.0123,173.93,1,0
RU,tcp_connect,2024-03-02 10:52:09.745949,AS25983,COMT,ok,0.1173,0.602,170.03,1,0
TR,http_header_field_manipulation,2024-03-02 15:14:34.974995,AS15539,REL,ok,0.0449,0.7798,25.61,1,0
BY,web_connectivity,2024-03-02 19:37:00.204040,AS55374,HUMR,ok,0.0373,0.9353,,1,0
VN,web_connectivity,2024-03-02 23:59:25.433086,AS29606,REL,ok,0.0092,1.4066,277.16,1,0
DE,http_header_field_manipulation,2024-03-03 04:21:50.662132,AS41085,ANON,ok,0.0743,0.1033,204.62,1,0
DE,dns_consistency,2024-03-03 08:44:15.891178,AS10526,COMT,ok,0.0161,0.6753,17.13,1,0
DE,web_connectivity,2024-03-03 13:06:41.120224,AS2072,NEWS,ok,0.1412,0.467,5.0,1,0
TR,web_connectivity,2024-03-03 17:29:06.349269,AS18345,NEWS,ok,0.0649,1.4923,119.83,1,0
AZ,whatsapp,2024-03-03 21:51:31.578315,AS1588,LGBT,ok,0.0573,0.2563,27.56,1,0
BR,whatsapp,2024-03-04 02:13:56.807361,AS2182,NEWS,ok,0.0062,0.5447,18.32,1,0
DE,dns_consistency,2024-03-04 06:36:22.036407,AS15539,NEWS,ok,0.0835,0.2063,21.2,1,0
DE,http_header_field_manipulation,2024-03-04 10:58:47.265453,AS54883,ANON,ok,,1.6699,319.92,1,0
TH,web_connectivity,2024-03-04 15:21:12.494498,AS58842,HUMR,ok,0.104,1.4532,42.11,1,0
EG,dns_consistency,2024-03-04 19:43:37.723544,AS6970,LGBT,confirmed,0.4737,0.1572,32.18,0,0
IR,web_connectivity,2024-03-05 00:06:02.952590,AS6970,COMT,confirmed,0.5647,0.0303,5.14,1,1
DE,http_header_field_manipulation,2024-03-05 04:28:28.181636,AS26441,SRCH,ok,0.0353,2.1794,101.19,1,0
TR,dns_consistency,2024-03-05 08:50:53.410682,AS42772,HUMR,confirmed,0.1202,0.4533,68.6,0,1
FR,dns_consistency,2024-03-05 13:13:18.639727,AS15061,POLR,ok,0.0264,0.5359,28.7,1,0
IN,web_connectivity,2024-03-05 17:35:43.868773,AS23227,HUMR,ok,0.0094,0.6335,46.59,1,0
RU,web_connectivity,2024-03-05 21:58:09.097819,AS20634,LGBT,confirmed,,0.2494,46.24,0,1
IN,telegram,2024-03-06 02:20:34.326865,AS15539,ANON,failure,0.8193,0.9066,1160.67,0,0
TR,web_connectivity,2024-03-06 06:42:59.555911,AS15539,REL,anomaly,0.2066,0.8325,186.1,0,1
BR,web_connectivity,2024-03-06 11:05:24.784956,AS32671,COMM,ok,0.2584,0.3905,5.0,1,1
CN,web_connectivity,2024-03-06 15:27:50.014002,AS58945,COMT,anomaly,0.7596,0.0633,22.31,1,0
RU,web_connectivity,2024-03-06 19:50:15.243048,AS25581,COMM,ok,0.0057,0.9798,24.66,1,0
RU,dns_consistency,2024-03-07 00:12:40.472094,AS39530,ECON,failure,0.4526,0.1308,91.5,0,1
TR,dns_consistency,2024-03-07 04:35:05.701140,AS49724,COMT,ok,0.0374,0.398,414.25,1,0
TR,web_connectivity,2024-03-07 08:57:30.930186,AS2182,ANON,confirmed,0.3544,0.2352,66.24,1,1
BY,web_connectivity,2024-03-07 13:19:56.159231,AS20553,POLR,ok,0.2334,0.6538,17.89,1,0
CN,web_connectivity,2024-03-07 17:42:21.388277,AS36237,COMM,ok,,1.3145,365.0,1,0
RU,dns_consistency,2024-03-07 22:04:46.617323,AS15631,NEWS,failure,0.4361,0.3924,295.55,1,0
MM,whatsapp,2024-03-08 02:27:11.846369,AS23883,POLR,confirmed,,0.4517,137.41,1,1
AZ,web_connectivity,2024-03-08 06:49:37.075415,AS2175,COMM,ok,0.0338,0.5249,395.29,0,0
US,http_header_field_manipulation,2024-03-08 11:12:02.304460,AS52965,LGBT,ok,0.1151,1.4276,265.38,1,1
TR,tcp_connect,2024-03-08 15:34:27.533506,AS58945,COMM,confirmed,0.6383,0.6254,384.36,0,1
PK,web_connectivity,2024-03-08 19:56:52.762552,AS55961,ECON,confirmed,0.4263,0.0658,240.7,1,1
RU,http_header_field_manipulation,2024-03-09 00:19:17.991598,AS51947,ECON,anomaly,0.4216,0.1662,155.42,0,1
UZ,http_header_field_manipulation,2024-03-09 04:41:43.220644,AS10526,SRCH,confirmed,0.5185,0.6665,5.0,0,1
AZ,http_header_field_manipulation,2024-03-09 09:04:08.449689,AS39530,LGBT,anomaly,0.5318,1.2727,39.58,1,0
US,telegram,2024-03-09 13:26:33.678735,AS58842,COMM,ok,0.009,0.4025,62.0,1,0
CN,web_connectivity,2024-03-09 17:48:58.907781,AS55874,COMT,anomaly,0.2694,0.2284,310.36,1,0
RU,web_connectivity,2024-03-09 22:11:24.136827,AS55874,COMT,ok,0.2078,1.9219,,1,0
FR,dns_consistency,2024-03-10 02:33:49.365873,AS55374,COMM,ok,0.1872,0.2281,38.17,1,0
PK,web_connectivity,2024-03-10 06:56:14.594918,AS4263,HUMR,ok,0.0092,0.3035,125.82,1,0
TR,web_connectivity,2024-03-10 11:18:39.823964,AS23227,COMT,anomaly,0.5464,0.5184,30.64,0,0
RU,whatsapp,2024-03-10 15:41:05.053010,AS51947,ANON,failure,0.4277,0.4285,454.88,1,1
NG,dns_consistency,2024-03-10 20:03:30.282056,AS50319,REL,ok,0.4368,1.9571,111.68,1,0
FR,web_connectivity,2024-03-11 00:25:55.511102,AS57909,SRCH,ok,0.0095,0.0842,35.14,1,1
EG,web_connectivity,2024-03-11 04:48:20.740148,AS4899,LGBT,ok,0.0432,0.9913,99.21,1,0
RU,web_connectivity,2024-03-11 09:10:45.969193,AS13761,REL,ok,0.1928,0.4483,59.75,1,0
IN,web_connectivity,2024-03-11 13:33:11.198239,AS8640,NEWS,ok,0.0099,0.9054,29.8,1,0
IR,whatsapp,2024-03-11 17:55:36.427285,AS32635,LGBT,ok,0.1032,0.1129,16.19,1,1
UZ,vanilla_tor,2024-03-11 22:18:01.656331,AS49977,ANON,ok,0.0685,1.2522,17.3,1,0
TR,dns_consistency,2024-03-12 02:40:26.885377,AS42135,LGBT,ok,0.0727,0.4036,188.49,1,0
EG,web_connectivity,2024-03-12 07:02:52.114422,AS55874,REL,confirmed,0.6343,0.3247,182.77,0,1
RU,tcp_connect,2024-03-12 11:25:17.343468,AS9939,NEWS,ok,0.4972,0.3693,65.67,1,0
IR,whatsapp,2024-03-12 15:47:42.572514,AS28910,POLR,ok,0.2695,0.0473,,0,0
VN,telegram,2024-03-12 20:10:07.801560,AS1588,REL,ok,0.0034,0.1229,5.0,1,0
BY,http_header_field_manipulation,2024-03-13 00:32:33.030606,AS55374,COMM,ok,0.0561,2.0366,391.88,1,0
CN,dns_consistency,2024-03-13 04:54:58.259651,AS22895,ANON,ok,0.1673,1.2731,25.72,1,1
IN,http_header_field_manipulation,2024-03-13 09:17:23.488697,AS2592,SRCH,ok,0.1337,1.579,38.55,1,0
NG,web_connectivity,2024-03-13 13:39:48.717743,AS28910,LGBT,ok,0.0052,1.225,5.0,1,0
MM,http_header_field_manipulation,2024-03-13 18:02:13.946789,AS2592,ANON,ok,0.3169,0.6527,133.62,1,0
NG,http_header_field_manipulation,2024-03-13 22:24:39.175835,AS45204,COMT,anomaly,0.9124,0.9647,169.84,1,1
RU,tcp_connect,2024-03-14 02:47:04.404880,AS13266,ANON,ok,0.1443,0.6827,355.86,1,1
US,dns_consistency,2024-03-14 07:09:29.633926,AS9939,ECON,ok,0.2199,0.2393,271.32,1,0
KZ,http_header_field_manipulation,2024-03-14 11:31:54.862972,AS2072,HUMR,ok,0.0273,0.7911,5.0,1,0
AZ,http_header_field_manipulation,2024-03-14 15:54:20.092018,AS38379,COMT,anomaly,0.7448,1.5303,198.2,1,1
BR,web_connectivity,2024-03-14 20:16:45.321064,AS50319,POLR,ok,0.0494,1.001,397.02,1,0
FR,telegram,2024-03-15 00:39:10.550110,AS23227,ANON,ok,0.1136,1.7309,93.48,1,0
IR,http_header_field_manipulation,2024-03-15 05:01:35.779155,AS23227,SRCH,confirmed,0.9149,0.2019,12.06,0,1
DE,tcp_connect,2024-03-15 09:24:01.008201,AS35011,NEWS,ok,0.0785,0.2284,62.44,1,0
PK,web_connectivity,2024-03-15 13:46:26.237247,AS44761,POLR,ok,0.0296,0.8602,206.25,1,0
IR,telegram,2024-03-15 18:08:51.466293,AS25884,NEWS,ok,0.0691,0.724,416.37,1,0
FR,dns_consistency,2024-03-15 22:31:16.695339,AS23227,COMM,ok,0.1699,1.1691,369.83,1,0
TR,http_header_field_manipulation,2024-03-16 02:53:41.924384,AS23883,HUMR,ok,0.0129,0.4641,74.42,1,0
TR,facebook_messenger,2024-03-16 07:16:07.153430,AS6146,ECON,failure,0.9832,1.2376,617.59,0,1
CN,telegram,2024-03-16 11:38:32.382476,AS20634,COMM,confirmed,0.3952,0.7603,110.89,0,1
TR,http_header_field_manipulation,2024-03-16 16:00:57.611522,AS23883,POLR,ok,0.5503,0.214,49.68,1,0
BR,web_connectivity,2024-03-16 20:23:22.840568,AS53867,POLR,ok,0.0776,0.9027,342.14,1,0
IN,facebook_messenger,2024-03-17 00:45:48.069613,AS4099,NEWS,ok,0.2235,0.1719,204.36,1,0
CN,vanilla_tor,2024-03-17 05:08:13.298659,AS20634,COMM,ok,0.0096,0.9019,16.9,1,0
MM,web_connectivity,2024-03-17 09:30:38.527705,AS54883,COMT,anomaly,0.7127,1.1706,45.92,0,1
RU,dns_consistency,2024-03-17 13:53:03.756751,AS36237,LGBT,ok,0.11,1.4545,114.55,1,0
BY,dns_consistency,2024-03-17 18:15:28.985797,AS13266,REL,ok,0.0006,1.9237,74.46,1,0
CN,web_connectivity,2024-03-17 22:37:54.214842,AS25581,LGBT,anomaly,0.7055,1.3552,5.0,1,1
US,web_connectivity,2024-03-18 03:00:19.443888,AS41085,ECON,ok,0.1107,1.0291,51.85,1,0
IN,dns_consistency,2024-03-18 07:22:44.672934,AS50319,ANON,ok,0.2517,0.1987,339.34,1,0
BR,facebook_messenger,2024-03-18 11:45:09.901980,AS51947,SRCH,ok,0.0115,0.9571,90.13,1,0
MM,web_connectivity,2024-03-18 16:07:35.131026,AS13266,REL,ok,0.2036,0.6379,155.23,1,1
FR,telegram,2024-03-18 20:30:00.360072,AS20634,REL,ok,0.2123,0.4548,131.21,1,0
TR,telegram,2024-03-19 00:52:25.589117,AS58842,COMT,anomaly,0.4774,0.0629,5.78,0,1
BR,whatsapp,2024-03-19 05:14:50.818163,AS15631,ECON,ok,0.0731,0.341,36.53,1,0
DE,web_connectivity,2024-03-19 09:37:16.047209,AS1588,HUMR,ok,0.0786,0.7096,341.94,1,0
FR,dns_consistency,2024-03-19 13:59:41.276255,AS48048,ECON,ok,0.0168,0.5616,96.1,1,0
MM,web_connectivity,2024-03-19 18:22:06.505301,AS38379,ECON,ok,0.3346,0.7132,473.81,1,0
IN,facebook_messenger,2024-03-19 22:44:31.734346,AS36237,NEWS,ok,0.243,1.7846,249.92,1,0
DE,dns_consistency,2024-03-20 03:06:56.963392,AS33842,HUMR,ok,0.1031,0.3792,22.94,1,0
CN,web_connectivity,2024-03-20 07:29:22.192438,AS24775,SRCH,confirmed,0.4338,0.0591,5.0,0,1
PK,web_connectivity,2024-03-20 11:51:47.421484,AS2072,COMM,ok,0.2942,1.1177,63.24,1,0
BY,dns_consistency,2024-03-20 16:14:12.650530,AS32635,SRCH,confirmed,0.8432,0.1915,94.0,0,0
ID,facebook_messenger,2024-03-20 20:36:37.879575,AS22895,NEWS,anomaly,0.1988,0.6368,291.91,1,0
BR,dns_consistency,2024-03-21 00:59:03.108621,AS44761,NEWS,ok,0.0732,0.0301,35.76,1,0
VN,http_header_field_manipulation,2024-03-21 05:21:28.337667,AS22895,NEWS,ok,0.0148,0.1467,194.09,1,0
DE,web_connectivity,2024-03-21 09:43:53.566713,AS41628,NEWS,ok,0.1139,0.6095,75.48,1,0
NG,whatsapp,2024-03-21 14:06:18.795759,AS20634,ECON,ok,0.4174,1.2965,44.72,0,0
TR,dns_consistency,2024-03-21 18:28:44.024804,AS15631,ECON,ok,0.0052,0.1683,102.94,1,0
EG,telegram,2024-03-21 22:51:09.253850,AS15631,NEWS,ok,0.4498,0.906,82.56,1,0
RU,web_connectivity,2024-03-22 03:13:34.482896,AS58569,HUMR,failure,0.7572,0.0847,4224.21,0,1
RU,http_header_field_manipulation,2024-03-22 07:35:59.711942,AS2182,HUMR,confirmed,0.4603,0.0043,131.36,0,1
EG,dns_consistency,2024-03-22 11:58:24.940988,AS10526,LGBT,ok,0.0176,1.1243,6.72,1,0
TH,web_connectivity,2024-03-22 16:20:50.170034,AS2072,POLR,ok,0.096,0.2583,88.26,1,0
NG,web_connectivity,2024-03-22 20:43:15.399079,AS51947,LGBT,ok,0.1329,1.2585,102.0,1,0
EG,web_connectivity,2024-03-23 01:05:40.628125,AS54883,ANON,ok,0.054,0.8426,97.06,0,0
BY,web_connectivity,2024-03-23 05:28:05.857171,AS28910,LGBT,ok,0.0106,0.8621,44.14,1,0
IN,http_header_field_manipulation,2024-03-23 09:50:31.086217,AS32671,POLR,failure,0.6765,0.5235,88.59,1,1
IR,web_connectivity,2024-03-23 14:12:56.315263,AS24775,POLR,anomaly,0.4094,0.0881,5.0,0,1
TH,dns_consistency,2024-03-23 18:35:21.544308,AS2182,LGBT,ok,0.1757,0.1761,27.08,1,0
TH,dns_consistency,2024-03-23 22:57:46.773354,AS26441,SRCH,ok,0.2164,0.5562,63.47,1,0
DE,dns_consistency,2024-03-24 03:20:12.002400,AS13266,COMM,ok,0.0733,1.1839,126.84,1,1
CN,web_connectivity,2024-03-24 07:42:37.231446,AS34008,LGBT,anomaly,,0.6644,86.76,0,1
KZ,dns_consistency,2024-03-24 12:05:02.460492,AS25884,COMT,anomaly,0.5183,1.4756,47.14,0,1
EG,web_connectivity,2024-03-24 16:27:27.689537,AS22453,SRCH,ok,0.1703,0.8374,220.5,1,0
RU,web_connectivity,2024-03-24 20:49:52.918583,AS23883,ANON,ok,0.2128,0.1319,53.03,1,0
IR,dns_consistency,2024-03-25 01:12:18.147629,AS42135,COMT,confirmed,0.5057,0.1236,133.52,0,1
FR,web_connectivity,2024-03-25 05:34:43.376675,AS10526,SRCH,ok,0.0535,0.0576,201.3,1,0
RU,telegram,2024-03-25 09:57:08.605721,AS58653,NEWS,anomaly,0.8347,0.4785,77.45,0,1
TR,telegram,2024-03-25 14:19:33.834766,AS25294,NEWS,anomaly,0.7311,0.6953,197.08,0,1
US,http_header_field_manipulation,2024-03-25 18:41:59.063812,AS45204,ECON,ok,0.3351,1.1736,118.59,1,0
IR,web_connectivity,2024-03-25 23:04:24.292858,AS11241,ECON,confirmed,0.749,0.3288,229.97,1,1
CN,http_header_field_manipulation,2024-03-26 03:26:49.521904,AS55961,SRCH,confirmed,0.8031,0.2962,123.39,0,0
TR,http_header_field_manipulation,2024-03-26 07:49:14.750950,AS4899,COMT,ok,0.1352,0.6415,5.0,1,0
CN,web_connectivity,2024-03-26 12:11:39.979996,AS22453,REL,failure,0.6604,0.3223,245.09,0,1
MM,web_connectivity,2024-03-26 16:34:05.209041,AS2182,LGBT,ok,0.2956,1.0382,76.04,1,0
US,web_connectivity,2024-03-26 20:56:30.438087,AS26441,COMM,ok,0.1325,0.5529,57.2,1,0
CN,web_connectivity,2024-03-27 01:18:55.667133,AS2072,REL,ok,0.0323,0.4306,31.23,1,0
TR,http_header_field_manipulation,2024-03-27 05:41:20.896179,AS26441,COMT,ok,0.1424,0.0913,51.66,1,0
RU,whatsapp,2024-03-27 10:03:46.125225,AS29606,COMT,confirmed,,0.6843,57.18,1,1
RU,web_connectivity,2024-03-27 14:26:11.354270,AS6146,NEWS,ok,0.0538,1.8276,298.39,0,0
EG,web_connectivity,2024-03-27 18:48:36.583316,AS41628,ECON,ok,0.0696,0.4411,5.0,1,0
IR,web_connectivity,2024-03-27 23:11:01.812362,AS8640,SRCH,ok,0.0045,0.6346,13.56,1,0
DE,web_connectivity,2024-03-28 03:33:27.041408,AS58945,REL,ok,0.1529,0.3004,40.52,1,0
BY,web_connectivity,2024-03-28 07:55:52.270454,AS19111,COMT,ok,0.0487,1.5129,182.92,1,0
IN,web_connectivity,2024-03-28 12:18:17.499499,AS1588,HUMR,ok,0.109,0.0331,69.01,1,0
TR,web_connectivity,2024-03-28 16:40:42.728545,AS52965,ANON,ok,0.4962,0.4209,67.99,1,0
AZ,http_header_field_manipulation,2024-03-28 21:03:07.957591,AS8947,LGBT,ok,0.2261,0.3589,64.19,1,0
AZ,http_header_field_manipulation,2024-03-29 01:25:33.186637,AS11241,COMT,anomaly,0.7818,1.2042,122.34,0,1
KZ,telegram,2024-03-29 05:47:58.415683,AS42135,REL,ok,0.1504,1.0513,5.0,1,0
BR,http_header_field_manipulation,2024-03-29 10:10:23.644728,AS35011,POLR,anomaly,0.5606,0.5377,74.06,1,1
ID,web_connectivity,2024-03-29 14:32:48.873774,AS58653,REL,ok,0.0616,0.5721,26.83,1,0
MM,tcp_connect,2024-03-29 18:55:14.102820,AS58945,NEWS,ok,0.0073,0.515,495.13,1,0
IN,web_connectivity,2024-03-29 23:17:39.331866,AS19111,COMM,confirmed,0.6013,0.0126,60.98,1,1
NG,dns_consistency,2024-03-30 03:40:04.560912,AS2592,COMT,ok,0.0782,0.6882,39.91,1,0
IR,web_connectivity,2024-03-30 08:02:29.789958,AS41085,SRCH,failure,0.6845,0.0306,432.59,1,0
BR,web_connectivity,2024-03-30 12:24:55.019003,AS13266,LGBT,ok,0.0559,0.2916,47.15,1,0
CN,dns_consistency,2024-03-30 16:47:20.248049,AS4263,LGBT,confirmed,0.5908,0.5252,61.42,0,0
TR,web_connectivity,2024-03-30 21:09:45.477095,AS38379,COMM,ok,0.0163,0.2691,114.16,1,0
IR,web_connectivity,2024-03-31 01:32:10.706141,AS25294,ECON,confirmed,0.8361,0.0536,5.0,0,1
TR,web_connectivity,2024-03-31 05:54:35.935187,AS2182,SRCH,ok,0.1554,0.402,14.21,1,0
DE,tcp_connect,2024-03-31 10:17:01.164232,AS52965,LGBT,ok,0.1086,1.4333,59.11,1,0
NG,web_connectivity,2024-03-31 14:39:26.393278,AS4099,ANON,ok,0.089,0.9507,131.64,1,1
TR,dns_consistency,2024-03-31 19:01:51.622324,AS58653,ECON,ok,0.0818,1.3613,18.42,1,0
MM,tcp_connect,2024-03-31 23:24:16.851370,AS52965,LGBT,ok,0.2822,1.6575,131.24,1,0
US,web_connectivity,2024-04-01 03:46:42.080416,AS2592,NEWS,ok,0.1171,1.087,38.45,1,0
NG,tcp_connect,2024-04-01 08:09:07.309461,AS2182,LGBT,ok,0.0997,1.1779,72.66,1,0
CN,whatsapp,2024-04-01 12:31:32.538507,AS20634,SRCH,confirmed,0.5628,1.0474,103.57,0,1
MM,vanilla_tor,2024-04-01 16:53:57.767553,AS41085,HUMR,anomaly,0.4563,1.3126,51.53,1,0
NG,web_connectivity,2024-04-01 21:16:22.996599,AS22895,COMM,anomaly,0.5563,0.2172,362.85,0,0
AZ,web_connectivity,2024-04-02 01:38:48.225645,AS11241,REL,anomaly,0.7127,0.6797,187.97,1,1
IR,http_header_field_manipulation,2024-04-02 06:01:13.454690,AS52965,ECON,failure,0.8111,0.2372,465.94,0,0
IN,web_connectivity,2024-04-02 10:23:38.683736,AS13761,HUMR,confirmed,0.6934,0.0733,43.67,1,1
IR,web_connectivity,2024-04-02 14:46:03.912782,AS25884,COMM,ok,0.0238,0.6706,252.72,0,0
CN,web_connectivity,2024-04-02 19:08:29.141828,AS49724,HUMR,ok,0.0243,0.8469,156.12,1,0
IN,tcp_connect,2024-04-02 23:30:54.370874,AS52965,REL,ok,0.0158,0.632,9.94,1,0
KZ,web_connectivity,2024-04-03 03:53:19.599919,AS57909,NEWS,ok,0.0709,0.214,88.44,1,0
BR,http_header_field_manipulation,2024-04-03 08:15:44.828965,AS47656,LGBT,ok,,0.6808,25.57,1,0
TR,web_connectivity,2024-04-03 12:38:10.058011,AS36237,HUMR,anomaly,0.6746,0.2439,167.61,0,1
PK,http_header_field_manipulation,2024-04-03 17:00:35.287057,AS44761,NEWS,ok,0.0593,2.1982,57.04,1,0
RU,dns_consistency,2024-04-03 21:23:00.516103,AS52965,HUMR,anomaly,0.6271,1.0884,36.85,0,0
IN,web_connectivity,2024-04-04 01:45:25.745149,AS50319,ECON,confirmed,0.5291,0.5388,294.0,1,0
NG,web_connectivity,2024-04-04 06:07:50.974194,AS51222,SRCH,ok,0.0267,1.2188,285.07,1,0
BR,web_connectivity,2024-04-04 10:30:16.203240,AS25294,ANON,ok,0.0759,0.0338,203.74,1,0
NG,web_connectivity,2024-04-04 14:52:41.432286,AS15539,NEWS,ok,0.0125,0.0629,5.0,1,0
CN,dns_consistency,2024-04-04 19:15:06.661332,AS48048,POLR,anomaly,0.5189,0.8858,161.3,0,1
TR,facebook_messenger,2024-04-04 23:37:31.890378,AS25294,ECON,ok,0.1272,1.4134,24.12,1,0
TH,http_header_field_manipulation,2024-04-05 03:59:57.119423,AS35011,SRCH,ok,0.0406,0.0099,5.0,1,0
FR,whatsapp,2024-04-05 08:22:22.348469,AS38379,ANON,ok,0.0093,0.5943,16.74,1,0
TR,vanilla_tor,2024-04-05 12:44:47.577515,AS19111,SRCH,anomaly,0.1665,1.6921,164.76,0,0
NG,dns_consistency,2024-04-05 17:07:12.806561,AS58653,COMT,ok,0.0612,2.0122,36.38,0,0
CN,web_connectivity,2024-04-05 21:29:38.035607,AS45204,SRCH,anomaly,0.6124,1.096,175.21,0,0
IN,telegram,2024-04-06 01:52:03.264652,AS19111,ANON,anomaly,0.681,0.8248,,0,1
MM,http_header_field_manipulation,2024-04-06 06:14:28.493698,AS41085,LGBT,ok,0.048,0.2587,171.62,1,0
US,facebook_messenger,2024-04-06 10:36:53.722744,AS15631,ANON,ok,0.2484,0.1403,314.35,1,0
BY,http_header_field_manipulation,2024-04-06 14:59:18.951790,AS33842,REL,ok,0.1314,0.3645,138.14,1,0
NG,tcp_connect,2024-04-06 19:21:44.180836,AS58842,ECON,anomaly,0.9805,0.3272,245.7,0,0
NG,telegram,2024-04-06 23:44:09.409881,AS59099,SRCH,ok,0.1489,0.6943,57.49,1,0
RU,tcp_connect,2024-04-07 04:06:34.638927,AS23227,ANON,ok,0.1738,1.0932,301.74,0,0
PK,dns_consistency,2024-04-07 08:28:59.867973,AS6970,COMT,ok,0.0822,0.5281,324.88,1,0
FR,dns_consistency,2024-04-07 12:51:25.097019,AS13761,ANON,ok,0.1907,0.5273,83.7,1,0
DE,whatsapp,2024-04-07 17:13:50.326065,AS54883,ANON,ok,0.0517,1.2364,38.99,0,1
IR,tcp_connect,2024-04-07 21:36:15.555111,AS4263,COMT,failure,0.5028,1.6716,145.4,1,1
FR,web_connectivity,2024-04-08 01:58:40.784156,AS42772,REL,ok,0.3308,0.8828,65.0,1,0
TR,dns_consistency,2024-04-08 06:21:06.013202,AS20634,COMT,ok,0.0235,0.5274,148.5,1,0
IN,http_header_field_manipulation,2024-04-08 10:43:31.242248,AS18345,REL,ok,0.0888,0.3107,81.1,1,0
RU,web_connectivity,2024-04-08 15:05:56.471294,AS57909,REL,ok,0.0727,0.0437,96.97,1,0
IR,web_connectivity,2024-04-08 19:28:21.700340,AS23883,COMT,anomaly,0.5037,1.0444,5.0,0,1
CN,web_connectivity,2024-04-08 23:50:46.929385,AS33842,COMM,anomaly,0.655,0.7829,314.33,0,1
US,whatsapp,2024-04-09 04:13:12.158431,AS59099,COMM,ok,0.0515,1.1945,58.72,1,1
BR,web_connectivity,2024-04-09 08:35:37.387477,AS29606,NEWS,ok,0.4524,0.2238,,1,0
NG,dns_consistency,2024-04-09 12:58:02.616523,AS59099,COMM,ok,0.0791,1.2851,18.97,1,0
BR,whatsapp,2024-04-09 17:20:27.845569,AS8947,ECON,ok,0.0292,0.9033,72.6,1,0
US,web_connectivity,2024-04-09 21:42:53.074614,AS55374,SRCH,ok,0.1511,1.7897,67.74,1,0
MM,web_connectivity,2024-04-10 02:05:18.303660,AS4263,NEWS,ok,0.0338,0.4281,206.26,1,0
TH,facebook_messenger,2024-04-10 06:27:43.532706,AS8947,ECON,ok,0.1668,0.7247,356.05,1,0
CN,http_header_field_manipulation,2024-04-10 10:50:08.761752,AS13266,ECON,confirmed,0.4624,0.3708,5.78,1,1
IR,web_connectivity,2024-04-10 15:12:33.990798,AS49724,COMT,anomaly,0.6173,0.4684,10.27,1,1
IN,tcp_connect,2024-04-10 19:34:59.219843,AS18345,REL,ok,0.1,0.9936,34.67,1,0
RU,tcp_connect,2024-04-10 23:57:24.448889,AS4263,HUMR,ok,0.0382,1.1214,5.0,1,0
KZ,whatsapp,2024-04-11 04:19:49.677935,AS6970,LGBT,confirmed,0.4236,0.4932,120.46,0,1
CN,web_connectivity,2024-04-11 08:42:14.906981,AS49977,COMM,ok,0.054,1.7984,5.0,1,0
US,web_connectivity,2024-04-11 13:04:40.136027,AS4099,NEWS,ok,0.0773,0.4618,20.69,1,0
IR,http_header_field_manipulation,2024-04-11 17:27:05.365073,AS17131,COMT,anomaly,0.9204,1.3236,56.95,0,1
BR,web_connectivity,2024-04-11 21:49:30.594118,AS25581,REL,ok,0.0365,1.262,46.68,1,0
RU,web_connectivity,2024-04-12 02:11:55.823164,AS35011,COMT,anomaly,0.6041,0.0206,30.23,1,1
